order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,order_status
O00371,C0832,R0384,P0083,2025-02-02,872.19,,Returned
O00372,C0335,R0101,P0151,2024-02-20,672.18,Card,Delivered
O00373,C0755,R0380,P0268,2023-10-24,1120.34,Cash on Delivery,Delivered
O00374,C0707,R0153,P0204,2024-09-12,1405.41,Cash on Delivery,Cancelled
O00375,C0520,R0022,P0264,2023-11-17,494.09,Card,Returned
O00376,C0909,R0133,P0099,2024-03-06,467.24,Cash on Delivery,Cancelled
O00377,C0370,R0280,P0058,2024-08-17,694.9,UPI,Returned
O00378,C0983,R0180,P0286,2024-07-30,268.95,Wallet,Returned
O00379,C0756,R0392,P0223,2024-12-25,995.06,Wallet,Returned
O00380,C0522,R0227,P0291,2024-05-13,535.61,Card,Delivered
O00381,C0483,R0357,P0131,2024-03-25,1273.77,Card,Returned
O00382,C0504,R0310,P0257,2025-05-08,1257.53,Cash on Delivery,Delivered
O00383,C0159,R0481,P0030,2024-03-01,662.05,Card,Delivered
O00384,C0852,R0218,P0284,2023-09-04,879.22,Cash on Delivery,Delivered
O00385,C0404,R0111,P0241,2024-08-03,714.63,UPI,Returned
O00386,C0088,R0262,P0065,2025-07-05,1481.33,Wallet,Delivered
O00387,C0241,R0443,P0062,2024-10-26,1061.47,UPI,Cancelled
O00388,C0562,R0309,P0032,2025-04-05,587.17,Card,Delivered
O00389,C0105,R0464,P0056,2024-04-28,929.78,Cash on Delivery,Cancelled
O00390,C0505,R0350,P0114,2024-11-08,980.8,UPI,Delivered
O00391,C0646,R0076,P0229,2025-01-04,1201.27,Cash on Delivery,Delivered
O00392,C0810,R0022,P0051,2024-07-09,1208.35,,Delivered
O00393,C0983,R0334,P0236,2024-03-26,153.04,Cash on Delivery,Cancelled
O00394,C0193,R0190,P0244,2023-12-26,1472.57,Wallet,Returned
O00395,C0766,R0253,P0230,2023-08-24,1278.56,Wallet,Returned
O00396,C0457,R0371,P0250,2024-02-10,413.74,UPI,Cancelled
O00397,C0583,R0199,P0184,2024-08-04,401.97,Cash on Delivery,Delivered
O00398,C0312,R0471,P0148,2023-11-28,954.17,Card,Returned
O00399,C0398,R0070,P0268,2024-06-15,656.33,Wallet,Returned
O00400,C0874,R0110,P0224,2025-05-25,1314.5,Card,Cancelled
O00401,C0341,R0251,P0148,2025-06-19,1241.47,Card,Delivered
O00402,C0724,R0270,P0124,2023-09-11,690.5,UPI,Returned
O00403,C0361,R0478,P0198,2025-05-04,1009.53,UPI,Returned
O00404,C0253,R0102,P0272,2024-06-19,1360.88,UPI,Delivered
O00405,C0531,R0126,P0273,2024-09-16,1005.36,Wallet,Returned
O00406,C0225,R0047,P0073,2024-12-03,1073.46,UPI,Cancelled
O00407,C0952,R0091,P0132,2023-12-01,354.92,Wallet,Cancelled
O00408,C0294,R0456,P0223,2025-07-23,1275.08,Card,Cancelled
O00409,C0622,R0376,P0237,2025-07-09,1298.84,Wallet,Cancelled
O00410,C0941,R0117,P0249,2025-04-27,806.13,Wallet,Cancelled
O00411,C0732,R0113,P0136,2024-07-25,282.94,Wallet,Cancelled
O00412,C0649,R0432,P0090,2023-12-18,1374.0,Card,Returned
O00413,C0774,R0139,P0163,2023-09-19,756.74,Card,Delivered
O00414,C0018,R0140,P0073,2023-12-16,786.88,UPI,Returned
O00415,C0980,R0064,P0074,2023-09-04,718.07,UPI,Cancelled
O00416,C0980,R0381,P0046,2024-02-20,555.01,Cash on Delivery,Delivered
O00417,C0071,R0079,P0226,2024-09-30,940.09,Card,Delivered
O00418,C0483,R0064,P0285,2025-02-18,710.5,Wallet,Delivered
O00419,C0542,R0399,P0116,2024-09-23,800.93,UPI,Returned
O00420,C0758,R0305,P0235,2024-01-27,909.8,Card,Cancelled
O00421,C0062,R0417,P0166,2023-10-04,1450.8,Card,Cancelled
O00422,C0650,R0096,P0149,2024-05-16,452.29,UPI,Delivered
O00423,C0039,R0070,P0156,2025-01-21,799.84,UPI,Delivered
O00424,C0262,R0072,P0155,2025-06-07,1323.48,Wallet,Cancelled
O00425,C0411,R0129,P0002,2025-04-03,901.35,UPI,Delivered
O00426,C0162,R0108,P0243,2024-01-02,511.84,UPI,Cancelled
O00427,C0171,R0264,P0106,2025-07-05,769.03,Card,Cancelled
O00428,C0822,R0450,P0238,2023-08-29,697.66,Wallet,Returned
O00429,C0143,R0056,P0177,2024-02-25,871.01,UPI,Delivered
O00430,C0794,R0019,P0115,2023-11-19,713.77,Cash on Delivery,Returned
O00431,C0835,R0162,P0295,2024-08-14,597.46,UPI,Cancelled
O00432,C0098,R0428,P0189,2024-01-18,447.16,UPI,Cancelled
O00433,C0656,R0052,P0166,2024-04-25,919.98,Card,Returned
O00434,C0674,R0275,P0036,2025-03-06,835.09,Cash on Delivery,Delivered
O00435,C0900,R0061,P0288,2025-01-05,412.16,Wallet,Delivered
O00436,C0651,R0148,P0226,2024-09-29,688.66,Card,Cancelled
O00437,C0878,R0115,P0242,2023-09-07,1250.77,UPI,Delivered
O00438,C0974,R0411,P0107,2023-10-30,1486.19,Card,Returned
O00439,C0880,R0120,P0280,2024-07-16,649.05,Wallet,Cancelled
O00440,C0213,R0294,P0072,2024-06-06,1060.94,Card,Cancelled
O00441,C0848,R0271,P0097,2024-01-07,619.88,Card,Returned
O00442,C0525,R0495,P0229,2025-07-30,207.14,Cash on Delivery,Cancelled
O00443,C0698,R0051,P0269,2025-03-01,401.15,Card,Returned
O00444,C0204,R0425,P0248,2024-06-28,1468.9,UPI,Returned
O00445,C0617,R0221,P0008,2025-03-03,1163.05,Card,Delivered
O00446,C0101,R0210,P0187,2023-12-18,1297.78,UPI,Cancelled
O00447,C0594,R0183,P0081,2024-04-18,659.79,Wallet,Delivered
O00448,C0577,R0106,P0015,2023-08-14,921.95,UPI,Delivered
O00449,C0441,R0053,P0134,2024-12-29,1255.27,UPI,Delivered
O00450,C0743,R0335,P0097,2025-08-07,304.78,UPI,Cancelled
O00451,C0126,R0029,P0210,2023-10-15,1040.5,Card,Cancelled
O00452,C0209,R0107,P0292,2024-01-25,1175.69,UPI,Delivered
O00453,C0603,R0326,P0154,2025-03-14,874.48,Cash on Delivery,Cancelled
O00454,C0688,R0191,P0001,2024-11-21,743.31,Cash on Delivery,Delivered
O00455,C0752,R0289,P0089,2024-04-12,369.22,Cash on Delivery,Returned
O00456,C0253,R0262,P0096,2024-05-16,545.81,Cash on Delivery,Returned
O00457,C0202,R0230,P0233,2023-11-13,1174.92,Cash on Delivery,Returned
O00458,C0008,R0318,P0117,2025-02-02,1227.16,Cash on Delivery,Cancelled
O00459,C0150,R0090,P0111,2023-10-23,1321.21,Cash on Delivery,Delivered
O00460,C0455,R0329,P0154,2024-09-09,456.18,Cash on Delivery,Returned
O00461,C0721,R0070,P0099,2024-05-20,1275.8,Card,Delivered
O00462,C0408,R0267,P0098,2024-10-25,1376.46,Wallet,Delivered
O00463,C0536,R0461,P0204,2024-06-25,412.2,Card,Cancelled
O00464,C0024,R0015,P0124,2025-04-26,881.9,Wallet,Delivered
O00465,C0010,R0068,P0215,2024-01-09,177.2,Card,Returned
O00466,C0298,R0121,P0009,2024-11-21,238.17,Card,Delivered
O00467,C0415,R0453,P0077,2024-07-03,1247.33,Wallet,Cancelled
O00468,C0741,R0211,P0029,2024-05-05,789.85,UPI,Cancelled
O00469,C0147,R0019,P0060,2023-08-26,1002.07,Cash on Delivery,Returned
O00470,C0257,R0318,P0262,2024-10-23,890.73,Cash on Delivery,Delivered
O00471,C0759,R0219,P0270,2025-02-14,1314.92,UPI,Cancelled
O00472,C0360,R0383,P0106,2025-01-16,384.57,UPI,Cancelled
O00473,C0714,R0001,P0093,2025-03-13,824.81,Card,Returned
O00474,C0042,R0275,P0193,2025-07-15,330.78,Wallet,Returned
O00475,C0064,R0006,P0089,2024-06-03,1448.32,Wallet,Returned
O00476,C0145,R0091,P0076,2024-10-01,189.52,Card,Cancelled
O00477,C0972,R0083,P0199,2024-02-01,1082.53,UPI,Delivered
O00478,C0739,R0267,P0274,2023-10-22,1188.17,Wallet,Cancelled
O00479,C0369,R0259,P0277,2025-03-23,306.43,Cash on Delivery,Delivered
O00480,C0478,R0422,P0089,2024-07-30,970.41,UPI,Delivered
O00481,C0017,R0282,P0095,2023-10-18,1148.74,,Delivered
O00482,C0100,R0085,P0001,2024-10-17,1449.2,UPI,Cancelled
O00483,C0683,R0152,P0239,2024-04-12,487.88,Cash on Delivery,Returned
O00484,C0591,R0429,P0227,2024-03-07,1035.13,Wallet,Cancelled
O00485,C0116,R0090,P0226,2025-06-02,1218.41,Card,Returned
O00486,C0972,R0290,P0033,2023-08-28,823.64,UPI,Returned
O00487,C0596,R0247,P0220,2025-05-14,478.93,Card,Cancelled
O00488,C0784,R0350,P0291,2023-11-04,683.11,UPI,Delivered
O00489,C0739,R0287,P0152,2025-06-01,158.85,Wallet,Cancelled
O00490,C0111,R0012,P0012,2024-05-13,1055.13,Cash on Delivery,Delivered
O00491,C0071,R0429,P0065,2024-10-07,159.97,UPI,Delivered
O00492,C0143,R0016,P0046,2023-12-11,511.2,Wallet,Delivered
O00493,C0062,R0353,P0010,2023-10-01,315.98,Cash on Delivery,Cancelled
O00494,C0903,R0454,P0063,2023-12-03,573.67,Card,Cancelled
O00495,C0289,R0331,P0022,2024-02-03,1097.34,Cash on Delivery,Returned
O00496,C0910,R0486,P0266,2023-08-23,864.34,UPI,Cancelled
O00497,C0303,R0003,P0229,2023-10-15,893.31,UPI,Cancelled
O00498,C0089,R0121,P0122,2025-04-02,1086.89,Card,Cancelled
O00499,C0053,R0220,P0176,2024-10-21,539.79,UPI,Delivered
O00500,C0702,R0233,P0262,2024-06-23,292.34,Cash on Delivery,Cancelled
O00501,C0196,R0043,P0051,2025-05-17,1329.32,UPI,Cancelled
O00502,C0757,R0305,P0109,2025-06-12,1303.69,Wallet,Delivered
O00503,C0347,R0064,P0267,2024-08-14,1072.37,Cash on Delivery,Delivered
O00504,C0759,R0433,P0173,2023-09-29,167.73,UPI,Delivered
O00505,C0909,R0218,P0275,2024-01-04,787.15,Card,Cancelled
O00506,C0905,R0191,P0217,2023-10-19,514.88,Card,Cancelled
O00507,C0185,R0499,P0182,2025-04-01,1390.12,Card,Cancelled
O00508,C0080,R0176,P0268,2023-08-17,1195.94,Cash on Delivery,Delivered
O00509,C0108,R0179,P0135,2025-05-02,1292.38,Card,Returned
O00510,C0923,R0284,P0151,2025-04-21,876.43,Cash on Delivery,Returned
O00511,C0468,R0046,P0141,2024-08-03,192.97,Card,Returned
O00512,C0888,R0274,P0270,2024-11-26,1205.11,Card,Delivered
O00513,C0535,R0050,P0209,2025-05-02,967.42,UPI,Delivered
O00514,C0813,R0130,P0170,2025-02-24,538.43,,Delivered
O00515,C0901,R0280,P0233,2025-07-27,822.02,Wallet,Cancelled
O00516,C0463,R0322,P0161,2024-11-06,354.94,Card,Cancelled
O00517,C0030,R0312,P0198,2023-12-09,726.38,UPI,Returned
O00518,C0754,R0015,P0060,2024-03-15,1120.45,UPI,Delivered
O00519,C0346,R0016,P0277,2024-08-17,850.74,UPI,Returned
O00520,C0903,R0124,P0036,2024-01-02,1261.12,Card,Returned
O00521,C0945,R0499,P0163,2023-08-11,1146.0,Cash on Delivery,Returned
O00522,C0687,R0328,P0256,2024-11-10,175.97,UPI,Cancelled
O00523,C0618,R0134,P0115,2024-03-15,1067.89,Cash on Delivery,Returned
O00524,C0717,R0497,P0028,2024-11-08,376.09,Cash on Delivery,Returned
O00525,C0309,R0175,P0212,2024-08-23,777.3,Card,Cancelled
O00526,C0965,R0109,P0246,2025-08-09,1371.32,Wallet,Delivered
O00527,C0963,R0468,P0062,2024-08-24,999.22,Card,Cancelled
O00528,C0909,R0129,P0069,2024-08-27,1140.56,UPI,Returned
O00529,C0354,R0468,P0280,2024-05-01,1492.61,,Cancelled
O00530,C0488,R0314,P0227,2025-01-22,334.49,Cash on Delivery,Delivered
O00531,C0073,R0107,P0285,2024-11-15,1176.09,Cash on Delivery,Returned
O00532,C0785,R0387,P0198,2025-01-03,1493.01,Card,Cancelled
O00533,C0753,R0385,P0246,2025-03-23,521.37,Cash on Delivery,Cancelled
O00534,C0243,R0032,P0006,2025-03-19,1407.6,Card,Returned
O00535,C0236,R0172,P0188,2024-11-07,476.87,UPI,Delivered
O00536,C0409,R0256,P0134,2024-11-24,294.03,Card,Cancelled
O00537,C0678,R0128,P0088,2023-09-17,903.57,UPI,Returned
O00538,C0049,R0044,P0259,2023-08-14,395.03,Wallet,Cancelled
O00539,C0279,R0391,P0049,2025-05-24,807.27,Cash on Delivery,Delivered
O00540,C0043,R0298,P0031,2024-10-11,1032.72,UPI,Returned
O00541,C0957,R0066,P0014,2023-11-02,569.05,Card,Cancelled
O00542,C0379,R0389,P0085,2025-02-22,709.23,Card,Cancelled
O00543,C0437,R0370,P0170,2023-11-16,276.6,UPI,Returned
O00544,C0441,R0318,P0155,2025-07-22,741.45,Card,Cancelled
O00545,C0540,R0085,P0069,2024-02-26,484.72,UPI,Delivered
O00546,C0254,R0148,P0019,2024-12-09,1268.61,UPI,Returned
O00547,C0958,R0192,P0184,2024-11-10,723.67,Card,Delivered
O00548,C0582,R0474,P0286,2025-01-08,388.3,Wallet,Delivered
O00549,C0338,R0129,P0226,2025-06-02,360.37,UPI,Returned
O00550,C0623,R0307,P0192,2024-11-15,1481.13,UPI,Returned
O00551,C0115,R0201,P0287,2024-05-16,200.59,Cash on Delivery,Returned
O00552,C0412,R0241,P0226,2023-09-01,528.16,Cash on Delivery,Cancelled
O00553,C0406,R0435,P0030,2024-02-13,489.85,Wallet,Delivered
O00554,C0183,R0261,P0289,2024-03-13,590.37,Card,Returned
O00555,C0978,R0021,P0058,2024-11-19,152.62,Card,Delivered
O00556,C0190,R0002,P0064,2024-10-15,294.9,Cash on Delivery,Delivered
O00557,C0235,R0356,P0198,2024-05-30,1176.95,UPI,Delivered
O00558,C0460,R0492,P0292,2024-09-29,387.99,Cash on Delivery,Returned
O00559,C0200,R0009,P0095,2025-05-17,1335.72,UPI,Cancelled
O00560,C0447,R0252,P0207,2025-02-08,445.82,Wallet,Delivered
O00561,C0356,R0386,P0188,2023-11-15,488.04,UPI,Returned
O00562,C0794,R0254,P0130,2024-07-10,1102.09,Wallet,Returned
O00563,C0648,R0273,P0223,2023-11-28,1058.3,Cash on Delivery,Delivered
O00564,C0787,R0326,P0166,2025-07-04,176.47,UPI,Delivered
O00565,C0314,R0453,P0266,2025-06-07,785.5,UPI,Cancelled
O00566,C0994,R0381,P0115,2024-09-26,442.42,Wallet,Returned
O00567,C0837,R0301,P0096,2024-04-14,921.61,UPI,Cancelled
O00568,C0499,R0349,P0107,2025-04-20,829.23,Wallet,Delivered
O00569,C0313,R0183,P0157,2025-06-12,479.03,Cash on Delivery,Cancelled
O00570,C0524,R0255,P0178,2024-02-11,165.03,Cash on Delivery,Delivered
O00571,C0640,R0393,P0167,2024-11-11,847.91,UPI,Delivered
O00572,C0619,R0285,P0148,2024-09-25,932.01,Cash on Delivery,Cancelled
O00573,C0767,R0128,P0134,2025-03-20,998.95,Cash on Delivery,Delivered
O00574,C0177,R0446,P0064,2024-11-30,1358.37,Cash on Delivery,Delivered
O00575,C0576,R0268,P0142,2025-01-21,921.81,Cash on Delivery,Delivered
O00576,C0388,R0170,P0201,2024-08-05,783.9,Cash on Delivery,Delivered
O00577,C0576,R0127,P0206,2025-04-01,1329.11,Cash on Delivery,Delivered
O00578,C0505,R0450,P0008,2025-05-05,1007.39,Card,Returned
O00579,C0475,R0050,P0183,2024-09-30,921.54,UPI,Returned
O00580,C0011,R0097,P0286,2024-01-25,342.74,Wallet,Cancelled
O00581,C0586,R0311,P0043,2025-06-29,725.6,UPI,Returned
O00582,C0823,R0344,P0191,2025-06-12,978.16,Card,Returned
O00583,C0587,R0252,P0268,2024-03-03,764.59,Cash on Delivery,Returned
O00584,C0753,R0161,P0197,2024-03-02,1050.34,Card,Delivered
O00585,C0880,R0183,P0066,2024-09-24,1387.57,Cash on Delivery,Cancelled
O00586,C0938,R0001,P0240,2024-03-10,658.63,Card,Cancelled
O00587,C0788,R0209,P0156,2023-11-25,561.53,Cash on Delivery,Returned
O00588,C0384,R0375,P0134,2025-06-21,449.02,UPI,Returned
O00589,C0104,R0229,P0255,2023-09-01,1461.73,UPI,Cancelled
O00590,C0951,R0044,P0130,2025-03-21,1442.01,Cash on Delivery,Delivered
O00591,C0147,R0310,P0116,2024-09-13,533.97,Wallet,Returned
O00592,C0032,R0483,P0272,2025-03-12,195.23,Card,Delivered
O00593,C0724,R0299,P0229,2024-10-04,617.95,Cash on Delivery,Cancelled
O00594,C0478,R0283,P0073,2024-12-14,524.02,Card,Delivered
O00595,C0654,R0219,P0075,2024-05-28,1187.9,UPI,Delivered
O00596,C0398,R0439,P0242,2025-06-21,1458.79,UPI,Cancelled
O00597,C0443,R0260,P0033,2025-04-21,1258.15,Cash on Delivery,Returned
O00598,C0309,R0088,P0001,2023-12-05,1262.47,UPI,Cancelled
O00599,C0949,R0380,P0080,2024-09-10,1247.37,Card,Delivered
O00600,C0275,R0469,P0209,2024-11-24,361.15,Cash on Delivery,Returned
O00601,C0989,R0411,P0254,2023-11-06,786.85,UPI,Delivered
O00602,C0082,R0118,P0255,2025-06-22,985.88,Cash on Delivery,Returned
O00603,C0224,R0371,P0184,2025-02-20,1198.19,UPI,Returned
O00604,C0585,R0140,P0123,2024-03-26,1242.62,Wallet,Delivered
O00605,C0419,R0446,P0210,2024-01-15,311.42,Wallet,Cancelled
O00606,C0884,R0120,P0051,2023-09-09,1414.56,UPI,Cancelled
O00607,C0235,R0148,P0177,2024-04-01,363.38,Card,Delivered
O00608,C0966,R0459,P0034,2025-06-17,678.51,Cash on Delivery,Returned
O00609,C0366,R0073,P0239,2025-03-29,970.94,UPI,Cancelled
O00610,C0864,R0159,P0079,2025-05-27,1091.86,UPI,Returned
O00611,C0624,R0210,P0284,2024-07-10,1264.77,UPI,Delivered
O00612,C0821,R0373,P0040,2024-05-04,233.02,Wallet,Returned
O00613,C0316,R0449,P0278,2024-08-22,1031.76,Cash on Delivery,Delivered
O00614,C0449,R0381,P0258,2024-02-17,221.74,Card,Cancelled
O00615,C0381,R0143,P0293,2024-12-05,1005.22,UPI,Delivered
O00616,C0393,R0499,P0024,2025-04-05,791.26,Wallet,Cancelled
O00617,C0796,R0103,P0117,2024-12-16,384.66,UPI,Returned
O00618,C0516,R0231,P0174,2025-07-08,1049.74,Cash on Delivery,Delivered
O00619,C0536,R0113,P0175,2025-05-15,1158.56,Cash on Delivery,Cancelled
O00620,C0352,R0427,P0257,2023-10-05,974.72,UPI,Delivered
O00621,C0306,R0492,P0062,2023-09-28,832.7,UPI,Delivered
O00622,C0285,R0368,P0213,2024-04-18,1196.06,Wallet,Delivered
O00623,C0234,R0073,P0082,2023-12-03,256.24,UPI,Cancelled
O00624,C0953,R0124,P0105,2025-07-29,1187.64,UPI,Delivered
O00625,C0961,R0421,P0095,2025-02-01,1254.75,Cash on Delivery,Delivered
O00626,C0752,R0439,P0242,2024-09-10,904.47,Cash on Delivery,Returned
O00627,C0535,R0073,P0132,2025-05-23,680.24,Wallet,Returned
O00628,C0697,R0065,P0043,2024-12-03,326.57,Wallet,Returned
O00629,C0244,R0117,P0064,2023-10-11,1230.98,UPI,Delivered
O00630,C0756,R0290,P0059,2024-08-30,1442.26,UPI,Delivered
O00631,C0175,R0499,P0136,2025-02-01,1330.61,Wallet,Returned
O00632,C0757,R0073,P0038,2024-11-14,1126.25,UPI,Returned
O00633,C0527,R0240,P0250,2024-12-25,574.57,UPI,Returned
O00634,C0373,R0434,P0061,2023-11-06,401.23,Cash on Delivery,Delivered
O00635,C0307,R0498,P0212,2025-05-29,445.87,Wallet,Delivered
O00636,C0385,R0024,P0218,2025-03-23,1115.75,UPI,Returned
O00637,C0800,R0236,P0183,2024-08-18,671.49,,Delivered
O00638,C0014,R0041,P0131,2024-05-03,783.64,Wallet,Returned
O00639,C0633,R0347,P0236,2025-06-30,1345.26,Cash on Delivery,Cancelled
O00640,C0371,R0145,P0162,2025-03-04,1068.06,Cash on Delivery,Delivered
O00641,C0062,R0265,P0172,2024-02-08,777.38,Card,Returned
O00642,C0499,R0053,P0145,2025-04-30,1073.53,Card,Returned
O00643,C0879,R0347,P0142,2025-03-26,1092.51,Cash on Delivery,Cancelled
O00644,C0828,R0238,P0199,2025-05-11,1473.71,Wallet,Returned
O00645,C0752,R0349,P0247,2025-04-13,1124.83,Wallet,Cancelled
O00646,C0741,R0076,P0072,2024-07-14,250.16,UPI,Cancelled
O00647,C0904,R0287,P0111,2023-09-23,761.38,Cash on Delivery,Cancelled
O00648,C0992,R0467,P0282,2024-05-30,589.92,Cash on Delivery,Cancelled
O00649,C0651,R0317,P0280,2024-09-24,1168.74,Cash on Delivery,Returned
O00650,C0125,R0100,P0041,2024-09-11,918.18,UPI,Returned
O00651,C0173,R0329,P0024,2024-11-17,887.05,Cash on Delivery,Delivered
O00652,C0603,R0410,P0078,2023-12-20,1098.99,Card,Delivered
O00653,C0858,R0248,P0208,2024-09-17,1493.7,Card,Returned
O00654,C0407,R0497,P0224,2024-04-13,1335.9,Cash on Delivery,Returned
O00655,C0335,R0052,P0039,2024-04-22,692.0,Card,Cancelled
O00656,C0466,R0027,P0037,2023-09-29,1065.64,UPI,Delivered
O00657,C0182,R0420,P0068,2025-01-07,597.7,Wallet,Cancelled
O00658,C0571,R0292,P0104,2024-02-21,940.66,Cash on Delivery,Delivered
O00659,C0621,R0223,P0250,2025-03-03,1019.86,UPI,Returned
O00660,C0501,R0491,P0146,2024-01-02,1157.16,Card,Returned
O00661,C0951,R0361,P0026,2025-02-01,1206.84,UPI,Delivered
O00662,C0379,R0179,P0114,2023-10-25,304.09,Card,Returned
O00663,C0952,R0196,P0286,2025-06-19,790.48,Card,Delivered
O00664,C0601,R0169,P0261,2024-12-20,909.1,Wallet,Delivered
O00665,C0574,R0003,P0030,2025-06-15,758.2,Cash on Delivery,Returned
O00666,C0796,R0124,P0143,2024-10-18,1117.1,Cash on Delivery,Returned
O00667,C0830,R0474,P0228,2024-06-18,387.06,UPI,Delivered
O00668,C0694,R0125,P0224,2023-09-27,1019.17,,Returned
O00669,C0579,R0171,P0233,2024-07-16,902.12,Cash on Delivery,Delivered
O00670,C0038,R0288,P0163,2023-12-15,467.43,Card,Cancelled
O00671,C0776,R0034,P0295,2024-10-02,777.38,Card,Delivered
O00672,C0826,R0375,P0289,2024-06-01,1491.3,Cash on Delivery,Cancelled
O00673,C0224,R0390,P0126,2024-01-01,249.02,Card,Cancelled
O00674,C0446,R0264,P0101,2025-05-01,758.29,Cash on Delivery,Cancelled
O00675,C0348,R0053,P0220,2024-09-22,319.99,Card,Returned
O00676,C0091,R0286,P0067,2024-11-22,169.19,Cash on Delivery,Returned
O00677,C0239,R0017,P0009,2025-07-03,683.51,UPI,Cancelled
O00678,C0209,R0025,P0116,2023-10-30,588.69,Cash on Delivery,Returned
O00679,C0869,R0126,P0172,2024-06-13,384.05,Card,Delivered
O00680,C0271,R0093,P0217,2024-05-12,981.1,Cash on Delivery,Returned
O00681,C0474,R0245,P0291,2024-06-11,1376.36,Wallet,Cancelled
O00682,C0856,R0326,P0113,2024-06-13,1105.49,Wallet,Returned
O00683,C0413,R0282,P0166,2024-11-22,819.4,Cash on Delivery,Cancelled
O00684,C0330,R0122,P0112,2024-09-02,414.88,Wallet,Cancelled
O00685,C0876,R0288,P0048,2024-02-15,1426.45,Cash on Delivery,Returned
O00686,C0672,R0003,P0097,2024-01-13,1182.05,UPI,Cancelled
O00687,C0560,R0300,P0100,2024-08-15,796.19,UPI,Returned
O00688,C0565,R0303,P0105,2024-12-08,1447.42,Card,Cancelled
O00689,C0677,R0148,P0131,2023-11-03,537.6,Wallet,Returned
O00690,C0660,R0108,P0083,2024-02-12,943.04,Cash on Delivery,Cancelled
O00691,C0053,R0314,P0215,2025-05-02,824.86,Cash on Delivery,Returned
O00692,C0416,R0421,P0152,2024-07-25,1022.58,Card,Cancelled
O00693,C0694,R0117,P0294,2025-04-19,364.42,Cash on Delivery,Delivered
O00694,C0491,R0240,P0082,2024-05-10,1184.21,Card,Cancelled
O00695,C0842,R0050,P0025,2024-09-22,330.43,Wallet,Returned
O00696,C0195,R0081,P0102,2025-01-31,1075.56,Card,Returned
O00697,C0540,R0132,P0073,2024-08-30,1081.14,UPI,Cancelled
O00698,C0251,R0128,P0154,2024-10-09,324.44,Card,Returned
O00699,C0157,R0324,P0279,2025-02-12,984.52,UPI,Cancelled
O00700,C0385,R0402,P0168,2024-05-08,295.9,UPI,Delivered
O00701,C0047,R0151,P0183,2023-08-20,1270.03,UPI,Returned
O00702,C0039,R0001,P0221,2024-01-08,1277.77,Cash on Delivery,Cancelled
O00703,C0630,R0416,P0019,2023-12-15,805.38,Wallet,Cancelled
O00704,C0650,R0074,P0034,2025-06-24,705.55,Card,Cancelled
O00705,C0525,R0426,P0185,2024-10-17,1347.14,UPI,Cancelled
O00706,C0129,R0039,P0121,2023-10-09,868.85,Wallet,Delivered
O00707,C0447,R0083,P0252,2024-06-27,1456.14,UPI,Delivered
O00708,C0290,R0246,P0270,2024-01-24,265.01,Card,Cancelled
O00709,C0151,R0233,P0290,2025-07-16,766.8,Cash on Delivery,Cancelled
O00710,C0810,R0216,P0296,2025-07-24,1453.35,Card,Returned
O00711,C0289,R0402,P0147,2024-01-01,1373.35,Cash on Delivery,Returned
O00712,C0513,R0372,P0161,2024-12-27,1416.49,UPI,Delivered
O00713,C0395,R0033,P0268,2024-06-26,975.84,Card,Returned
O00714,C0679,R0206,P0289,2024-10-03,369.42,Card,Delivered
O00715,C0325,R0422,P0190,2025-03-01,791.1,Card,Returned
O00716,C0759,R0019,P0265,2023-09-08,1117.08,Card,Delivered
O00717,C0342,R0130,P0123,2025-01-31,270.23,Wallet,Delivered
O00718,C0113,R0245,P0118,2024-09-01,1042.23,Card,Cancelled
O00719,C0787,R0417,P0129,2024-01-01,631.44,UPI,Delivered
O00720,C0420,R0499,P0246,2024-08-23,1038.08,Card,Cancelled
O00721,C0316,R0314,P0199,2024-05-09,927.17,Card,Returned
O00722,C0503,R0342,P0206,2025-06-24,1315.45,UPI,Delivered
O00723,C0170,R0492,P0267,2024-01-26,1202.68,UPI,Cancelled
O00724,C0676,R0235,P0269,2025-05-14,1128.69,Wallet,Returned
O00725,C0685,R0281,P0264,2023-09-06,551.1,Wallet,Delivered
O00726,C0347,R0283,P0205,2023-09-27,888.6,Cash on Delivery,Cancelled
O00727,C0058,R0491,P0216,2023-09-09,442.39,Card,Returned
O00728,C0759,R0109,P0265,2025-05-28,1127.47,UPI,Delivered
O00729,C0909,R0018,P0079,2025-03-31,1063.44,Cash on Delivery,Returned
O00730,C0585,R0324,P0206,2025-07-21,239.82,Cash on Delivery,Cancelled
O00731,C0751,R0459,P0090,2024-06-03,929.92,Cash on Delivery,Returned
O00732,C0221,R0223,P0049,2025-05-20,983.8,Wallet,Returned
O00733,C0266,R0402,P0232,2025-03-29,1491.38,UPI,Returned
O00734,C0966,R0362,P0222,2023-11-23,1112.25,Card,Delivered
O00735,C0816,R0193,P0162,2025-07-12,1093.01,Cash on Delivery,Delivered
O00736,C0215,R0103,P0001,2025-04-26,1463.25,Card,Delivered
